count,word,rank,cumulative_fraction
49,spielt,712,0.806
49,kleines,713,0.8062
49,kapiert,714,0.8063
49,interessiert,715,0.8064
49,großen,716,0.8066
49,geküsst,717,0.8067
49,erzähl,718,0.8068
49,bruder,719,0.807
49,antrag,720,0.8071
49,angerufen,721,0.8072
48,wären,722,0.8074
48,vorher,723,0.8075
48,versteh,724,0.8076
48,sorgen,725,0.8078
48,sorge,726,0.8079
48,sollst,727,0.808
48,nächste,728,0.8082
48,nennen,729,0.8083
48,klingt,730,0.8084
48,kleiner,731,0.8085
48,geschafft,732,0.8087
48,erfahren,733,0.8088
48,entschuldigung,734,0.8089
48,affen,735,0.8091
48,absolut,736,0.8092
47,wärst,737,0.8093
47,verdammt,738,0.8095
47,subtitles,739,0.8096
47,stück,740,0.8097
47,sohn,741,0.8098
47,mist,742,0.81
47,gelulasdi,743,0.8101
46,wir's,744,0.8102
46,wenigstens,745,0.8103
46,wahnsinn,746,0.8105
46,stellen,747,0.8106
46,schuld,748,0.8107
46,redest,749,0.8109
46,nackt,750,0.811
46,merkwürdig,751,0.8111
46,meinte,752,0.8112
46,jungen,753,0.8114
46,irgendwann,754,0.8115
46,geschenke,755,0.8116
46,fehler,756,0.8117
46,aufs,757,0.8119
45,york,758,0.812
45,versuch,759,0.8121
45,sitzen,760,0.8122
45,sekunde,761,0.8123
45,platz,762,0.8125
45,obwohl,763,0.8126
45,laufen,764,0.8127
45,kriegt,765,0.8128
45,geschenk,766,0.813
45,genauso,767,0.8131
45,gegeben,768,0.8132
45,ehe,769,0.8133
45,all,770,0.8134
44,wahrscheinlich,771,0.8136
44,nötig,772,0.8137
44,lang,773,0.8138
44,haare,774,0.8139
44,gerne,775,0.814
44,gemeint,776,0.8142
44,fällt,777,0.8143
44,drei,778,0.8144
44,drake,779,0.8145
44,dinge,780,0.8146
44,denk,781,0.8148
44,'ner,782,0.8149
43,zeig,783,0.815
43,wochen,784,0.8151
43,thanksgiving,785,0.8152
43,mögen,786,0.8154
43,meinung,787,0.8155
43,gekauft,788,0.8156
43,erste,789,0.8157
43,dauernd,790,0.8158
43,besonderes,791,0.8159
42,versucht,792,0.8161
42,stunde,793,0.8162
42,stell,794,0.8163
42,stadt,795,0.8164
42,seite,796,0.8165
42,sauer,797,0.8166
42,perfekt,798,0.8167
42,passt,799,0.8169
42,paolo,800,0.817
42,nächsten,801,0.8171
