count,word,rank,cumulative_fraction
43214,faute,510,0.7511
43211,croyais,511,0.7513
43189,choix,512,0.7514
43187,bas,513,0.7516
43097,heureux,514,0.7518
42889,facile,515,0.752
42709,voudrais,516,0.7522
42605,entendre,517,0.7523
42561,changer,518,0.7525
42448,lit,519,0.7527
42184,entrer,520,0.7529
42168,plaisir,521,0.753
42038,ensuite,522,0.7532
42019,fera,523,0.7534
41841,allait,524,0.7535
41710,étiez,525,0.7537
41691,propre,526,0.7539
41682,route,527,0.7541
41615,tour,528,0.7542
41480,travaille,529,0.7544
41414,garder,530,0.7546
41361,adore,531,0.7547
41231,amie,532,0.7549
41122,année,533,0.7551
41048,drôle,534,0.7552
40936,service,535,0.7554
40916,attend,536,0.7556
40899,voit,537,0.7558
40868,rendre,538,0.7559
40784,agent,539,0.7561
40556,dollars,540,0.7563
40418,commence,541,0.7564
40367,lieu,542,0.7566
40195,devoir,543,0.7568
39761,sujet,544,0.7569
39736,sûre,545,0.7571
39700,difficile,546,0.7572
39698,pire,547,0.7574
39620,sorte,548,0.7576
39606,ira,549,0.7577
39580,ceci,550,0.7579
39524,état,551,0.7581
39422,morte,552,0.7582
39401,voulu,553,0.7584
39400,peuvent,554,0.7585
39145,bizarre,555,0.7587
39102,chien,556,0.7589
39097,perdre,557,0.759
39040,impossible,558,0.7592
39012,faisait,559,0.7593
39004,mlle,560,0.7595
38975,oublié,561,0.7597
38877,ferai,562,0.7598
38835,tôt,563,0.76
38786,the,564,0.7601
38687,dès,565,0.7603
38672,payer,566,0.7605
38650,arrêtez,567,0.7606
38648,serais,568,0.7608
38632,coeur,569,0.7609
38605,reviens,570,0.7611
38554,pouvais,571,0.7613
38522,inquiète,572,0.7614
38399,calme,573,0.7616
38390,café,574,0.7617
38322,suffit,575,0.7619
38125,prenez,576,0.762
38049,verre,577,0.7622
38029,parles,578,0.7624
38000,aimes,579,0.7625
37889,cherche,580,0.7627
37745,ferme,581,0.7628
37726,problèmes,582,0.763
37677,photo,583,0.7631
37656,sûrement,584,0.7633
37608,montrer,585,0.7634
37596,pensez,586,0.7636
37471,cœur,587,0.7638
37398,meurtre,588,0.7639
37389,hôpital,589,0.7641
37183,musique,590,0.7642
37103,veulent,591,0.7644
37086,avis,592,0.7645
37041,sauf,593,0.7647
