count,word,rank,cumulative_fraction
16936,рада,626,0.6804
16928,которое,627,0.6805
16926,позже,628,0.6807
16890,a,629,0.6808
16852,господин,630,0.681
16842,вся,631,0.6812
16834,некоторые,632,0.6813
16760,остаться,633,0.6815
16750,пришла,634,0.6816
16733,других,635,0.6818
16726,сестра,636,0.682
16714,кровь,637,0.6821
16706,кофе,638,0.6823
16667,семья,639,0.6824
16663,спать,640,0.6826
16577,дал,641,0.6827
16570,the,642,0.6829
16561,вперед,643,0.6831
16542,понимаете,644,0.6832
16530,совершенно,645,0.6834
16526,ребенка,646,0.6835
16505,ужасно,647,0.6837
16413,идет,648,0.6838
16389,вернулся,649,0.684
16362,делаю,650,0.6842
16291,конец,651,0.6843
16258,единственный,652,0.6845
16254,которых,653,0.6846
16249,пришлось,654,0.6848
16242,хуже,655,0.6849
16230,четыре,656,0.6851
16182,ждать,657,0.6852
16164,оружие,658,0.6854
16162,большое,659,0.6856
16161,часа,660,0.6857
16136,полиция,661,0.6859
16118,сможем,662,0.686
16109,смотреть,663,0.6862
16107,вернусь,664,0.6863
16084,машина,665,0.6865
16071,способ,666,0.6866
15964,муж,667,0.6868
15902,играть,668,0.6869
15882,стороны,669,0.6871
15839,верю,670,0.6872
15781,звучит,671,0.6874
15777,ребенок,672,0.6875
15760,мере,673,0.6877
15737,готовы,674,0.6878
15706,угодно,675,0.688
15698,таких,676,0.6881
15594,честно,677,0.6883
15527,взял,678,0.6884
15486,you,679,0.6886
15450,руку,680,0.6887
15441,начала,681,0.6889
15434,пытаюсь,682,0.689
15434,смог,683,0.6892
15386,приятель,684,0.6893
15375,какое,685,0.6895
15348,нашла,686,0.6896
15324,скажите,687,0.6897
15310,добрый,688,0.6899
15293,подождите,689,0.69
15268,вокруг,690,0.6902
15194,мальчик,691,0.6903
15160,сына,692,0.6905
15156,внутри,693,0.6906
15077,году,694,0.6908
15045,двух,695,0.6909
15043,сами,696,0.691
15030,вашу,697,0.6912
15029,перевод,698,0.6913
14979,знали,699,0.6915
14970,слышала,700,0.6916
14969,делаете,701,0.6918
14943,отношения,702,0.6919
14878,неделю,703,0.692
14872,станет,704,0.6922
14871,мужчина,705,0.6923
14831,далеко,706,0.6925
14802,осталось,707,0.6926
14774,долларов,708,0.6928
14768,новости,709,0.6929
14756,никому,710,0.693
14754,ту,711,0.6932
14721,около,712,0.6933
14706,двое,713,0.6935
